id,date,annee,mois,prix,nature_mutation,vefa,codtypbien,type_bien,surface_m2,code_commune,nb_lots,nb_appartements,nb_maisons,commune,prix_m2,altitude,station
1297,2014-06-26,2014,6,443000.0,Vente,False,121,UN APPARTEMENT,29.0,73304,1,1,0,Val-d-Isère,15275.86,1832,Val d'Isère
5025,2014-08-26,2014,8,1445000.0,Vente,False,121,UN APPARTEMENT,79.0,73304,1,1,0,Val-d-Isère,18291.14,1841,Val d'Isère
3395,2014-12-19,2014,12,191000.0,Vente,False,121,UN APPARTEMENT,42.0,73296,1,1,0,Tignes,4547.62,2106,Tignes
4721,2014-08-12,2014,8,95500.0,Vente,False,121,UN APPARTEMENT,27.0,73150,1,1,0,La Plagne Tarentaise,3537.04,2120,La Plagne
18250,2014-08-29,2014,8,188000.0,Vente,False,121,UN APPARTEMENT,62.0,73176,1,1,0,Montvalezan,3032.26,1811,La Rosière
10676,2014-03-31,2014,3,43400.0,Vente,False,121,UN APPARTEMENT,14.0,73150,1,1,0,La Plagne Tarentaise,3100.0,2093,La Plagne
15578,2014-02-03,2014,2,130000.0,Vente,False,121,UN APPARTEMENT,26.0,73150,1,1,0,La Plagne Tarentaise,5000.0,2054,La Plagne
16633,2014-07-31,2014,7,280800.0,Vente,False,121,UN APPARTEMENT,27.0,73304,1,1,0,Val-d-Isère,10400.0,1837,Val d'Isère
17592,2014-07-11,2014,7,90502.0,Vente,False,121,UN APPARTEMENT,31.0,73054,2,1,0,Bourg-Saint-Maurice,2919.42,1676,Les Arcs / Bourg-Saint-Maurice
18631,2014-05-28,2014,5,58000.0,Vente,False,121,UN APPARTEMENT,30.0,73054,1,1,0,Bourg-Saint-Maurice,1933.33,2129,Les Arcs / Bourg-Saint-Maurice
14308,2014-05-07,2014,5,184500.0,Vente,False,121,UN APPARTEMENT,44.0,73296,1,1,0,Tignes,4193.18,2110,Tignes
28612,2014-04-02,2014,4,91200.0,Vente,False,121,UN APPARTEMENT,30.0,73296,1,1,0,Tignes,3040.0,2110,Tignes
14899,2014-06-12,2014,6,280000.0,Vente,False,111,UNE MAISON,88.0,73054,1,0,1,Bourg-Saint-Maurice,3181.82,804,Les Arcs / Bourg-Saint-Maurice
20435,2014-12-30,2014,12,142500.0,Vente,False,121,UN APPARTEMENT,57.0,73150,1,1,0,La Plagne Tarentaise,2500.0,1995,La Plagne
24881,2014-03-08,2014,3,232300.0,Vente,False,121,UN APPARTEMENT,51.0,73296,1,1,0,Tignes,4554.9,1585,Tignes
27406,2014-12-05,2014,12,70000.0,Vente,False,121,UN APPARTEMENT,26.0,73054,2,1,0,Bourg-Saint-Maurice,2692.31,1676,Les Arcs / Bourg-Saint-Maurice
28830,2014-03-06,2014,3,290000.0,Vente,False,121,UN APPARTEMENT,51.0,73150,2,1,0,La Plagne Tarentaise,5686.27,2049,La Plagne
27749,2014-08-29,2014,8,64720.0,Vente,False,121,UN APPARTEMENT,24.0,73054,1,1,0,Bourg-Saint-Maurice,2696.67,835,Les Arcs / Bourg-Saint-Maurice
38382,2014-10-31,2014,10,78000.0,Vente,False,121,UN APPARTEMENT,22.0,73296,1,1,0,Tignes,3545.45,2134,Tignes
36459,2014-03-25,2014,3,66500.0,Vente,False,121,UN APPARTEMENT,25.0,73054,1,1,0,Bourg-Saint-Maurice,2660.0,1714,Les Arcs / Bourg-Saint-Maurice
38318,2014-08-29,2014,8,267000.0,Vente en l'état futur d'achèvement,True,121,UN APPARTEMENT,99.0,73054,2,1,0,Bourg-Saint-Maurice,2696.97,826,Les Arcs / Bourg-Saint-Maurice
39794,2014-07-25,2014,7,65000.0,Vente,False,121,UN APPARTEMENT,22.0,73054,1,1,0,Bourg-Saint-Maurice,2954.55,1590,Les Arcs / Bourg-Saint-Maurice
40320,2014-05-16,2014,5,330000.0,Vente,False,121,UN APPARTEMENT,97.0,73054,2,1,0,Bourg-Saint-Maurice,3402.06,826,Les Arcs / Bourg-Saint-Maurice
38275,2014-07-28,2014,7,129000.0,Vente,False,121,UN APPARTEMENT,40.0,73054,1,1,0,Bourg-Saint-Maurice,3225.0,1630,Les Arcs / Bourg-Saint-Maurice
39190,2014-12-19,2014,12,400000.0,Vente,False,121,UN APPARTEMENT,116.0,73054,2,1,0,Bourg-Saint-Maurice,3448.28,840,Les Arcs / Bourg-Saint-Maurice
42786,2014-08-14,2014,8,213000.0,Vente,False,121,UN APPARTEMENT,47.0,73054,1,1,0,Bourg-Saint-Maurice,4531.91,1691,Les Arcs / Bourg-Saint-Maurice
42100,2014-02-27,2014,2,521500.0,Vente,False,121,UN APPARTEMENT,62.0,73304,1,1,0,Val-d-Isère,8411.29,1887,Val d'Isère
47162,2014-08-08,2014,8,258940.0,Vente,False,121,UN APPARTEMENT,32.0,73296,2,1,0,Tignes,8091.88,2145,Tignes
47904,2014-05-27,2014,5,365000.0,Vente,False,111,UNE MAISON,118.0,73054,1,0,1,Bourg-Saint-Maurice,3093.22,970,Les Arcs / Bourg-Saint-Maurice
49648,2014-05-02,2014,5,26900.0,Vente,False,121,UN APPARTEMENT,13.0,73054,1,1,0,Bourg-Saint-Maurice,2069.23,1703,Les Arcs / Bourg-Saint-Maurice
52275,2014-01-31,2014,1,87500.0,Vente,False,121,UN APPARTEMENT,32.0,73054,2,1,0,Bourg-Saint-Maurice,2734.38,1604,Les Arcs / Bourg-Saint-Maurice
51820,2014-05-30,2014,5,71000.0,Vente,False,121,UN APPARTEMENT,31.0,73054,1,1,0,Bourg-Saint-Maurice,2290.32,1676,Les Arcs / Bourg-Saint-Maurice
46806,2014-03-29,2014,3,61950.0,Vente,False,121,UN APPARTEMENT,19.0,73150,1,1,0,La Plagne Tarentaise,3260.53,2057,La Plagne
47474,2014-08-06,2014,8,158000.0,Vente,False,121,UN APPARTEMENT,35.0,73150,2,1,0,La Plagne Tarentaise,4514.29,2073,La Plagne
48008,2014-11-24,2014,11,663408.0,Vente,False,121,UN APPARTEMENT,99.0,73176,1,1,0,Montvalezan,6701.09,1832,La Rosière
48471,2014-01-24,2014,1,275000.0,Vente,False,121,UN APPARTEMENT,98.0,73054,3,1,0,Bourg-Saint-Maurice,2806.12,810,Les Arcs / Bourg-Saint-Maurice
56778,2014-04-22,2014,4,240000.0,Vente,False,111,UNE MAISON,102.0,73232,1,0,1,Sainte-Foy-Tarentaise,2352.94,1046,Sainte-Foy
61313,2014-02-19,2014,2,61790.0,Vente,False,121,UN APPARTEMENT,24.0,73150,1,1,0,La Plagne Tarentaise,2574.58,2057,La Plagne
63130,2014-07-31,2014,7,73200.0,Vente,False,121,UN APPARTEMENT,26.0,73150,1,1,0,La Plagne Tarentaise,2815.38,1982,La Plagne
62684,2014-05-16,2014,5,986000.0,Vente,False,111,UNE MAISON,150.0,73054,1,0,1,Bourg-Saint-Maurice,6573.33,1632,Les Arcs / Bourg-Saint-Maurice
62381,2014-09-26,2014,9,85400.0,Vente,False,121,UN APPARTEMENT,21.0,73150,1,1,0,La Plagne Tarentaise,4066.67,1988,La Plagne
70825,2014-06-17,2014,6,213000.0,Vente,False,111,UNE MAISON,92.0,73232,1,0,1,Sainte-Foy-Tarentaise,2315.22,890,Sainte-Foy
56420,2014-07-21,2014,7,101103.0,Vente,False,121,UN APPARTEMENT,30.0,73054,1,1,0,Bourg-Saint-Maurice,3370.1,1671,Les Arcs / Bourg-Saint-Maurice
57728,2014-08-01,2014,8,36175.0,Vente,False,121,UN APPARTEMENT,15.0,73150,1,1,0,La Plagne Tarentaise,2411.67,1988,La Plagne
58596,2014-11-21,2014,11,235000.0,Vente,False,111,UNE MAISON,28.0,73176,1,0,1,Montvalezan,8392.86,1257,La Rosière
62083,2014-10-23,2014,10,45500.0,Vente,False,121,UN APPARTEMENT,16.0,73296,1,1,0,Tignes,2843.75,2112,Tignes
62626,2014-05-09,2014,5,75000.0,Vente,False,121,UN APPARTEMENT,22.0,73176,1,1,0,Montvalezan,3409.09,1830,La Rosière
73784,2014-11-20,2014,11,355200.0,Vente en l'état futur d'achèvement,True,121,UN APPARTEMENT,54.0,73054,1,1,0,Bourg-Saint-Maurice,6577.78,1831,Les Arcs / Bourg-Saint-Maurice
74678,2014-08-21,2014,8,69871.0,Vente,False,121,UN APPARTEMENT,24.0,73054,1,1,0,Bourg-Saint-Maurice,2911.29,1630,Les Arcs / Bourg-Saint-Maurice
84051,2014-06-25,2014,6,65636.0,Vente,False,121,UN APPARTEMENT,22.0,73054,1,1,0,Bourg-Saint-Maurice,2983.45,1590,Les Arcs / Bourg-Saint-Maurice
86013,2014-02-20,2014,2,100000.0,Vente,False,121,UN APPARTEMENT,30.0,73054,1,1,0,Bourg-Saint-Maurice,3333.33,1704,Les Arcs / Bourg-Saint-Maurice
83781,2014-08-13,2014,8,79000.0,Vente,False,121,UN APPARTEMENT,31.0,73054,2,1,0,Bourg-Saint-Maurice,2548.39,1676,Les Arcs / Bourg-Saint-Maurice
85198,2014-01-21,2014,1,65500.0,Vente,False,121,UN APPARTEMENT,28.0,73150,1,1,0,La Plagne Tarentaise,2339.29,1969,La Plagne
88419,2014-11-05,2014,11,70000.0,Vente,False,121,UN APPARTEMENT,18.0,73296,1,1,0,Tignes,3888.89,2111,Tignes
90197,2014-12-29,2014,12,198000.0,Vente,False,121,UN APPARTEMENT,42.0,73150,1,1,0,La Plagne Tarentaise,4714.29,2051,La Plagne
91150,2014-02-28,2014,2,156000.0,Vente,False,121,UN APPARTEMENT,40.0,73054,2,1,0,Bourg-Saint-Maurice,3900.0,1671,Les Arcs / Bourg-Saint-Maurice
79108,2014-04-03,2014,4,257000.0,Vente,False,121,UN APPARTEMENT,33.0,73150,1,1,0,La Plagne Tarentaise,7787.88,2049,La Plagne
88527,2014-04-10,2014,4,194000.0,Vente,False,121,UN APPARTEMENT,34.0,73296,1,1,0,Tignes,5705.88,2110,Tignes
94874,2014-10-31,2014,10,191000.0,Vente,False,111,UNE MAISON,89.0,73150,1,0,1,La Plagne Tarentaise,2146.07,763,La Plagne
86032,2014-08-22,2014,8,208500.0,Vente,False,121,UN APPARTEMENT,84.0,73054,3,1,0,Bourg-Saint-Maurice,2482.14,810,Les Arcs / Bourg-Saint-Maurice
92507,2014-10-10,2014,10,498000.0,Vente,False,121,UN APPARTEMENT,64.0,73304,2,1,0,Val-d-Isère,7781.25,1814,Val d'Isère
98215,2014-08-12,2014,8,422033.0,Vente,False,111,UNE MAISON,172.0,73054,1,0,1,Bourg-Saint-Maurice,2453.68,856,Les Arcs / Bourg-Saint-Maurice
99562,2014-07-02,2014,7,58370.0,Vente,False,121,UN APPARTEMENT,26.0,73150,1,1,0,La Plagne Tarentaise,2245.0,1982,La Plagne
100725,2014-03-31,2014,3,461100.0,Vente,False,121,UN APPARTEMENT,65.0,73304,2,1,0,Val-d-Isère,7093.85,1815,Val d'Isère
100945,2014-12-05,2014,12,4000000.0,Vente,False,121,UN APPARTEMENT,182.0,73304,4,1,0,Val-d-Isère,21978.02,1834,Val d'Isère
92415,2014-02-14,2014,2,121699.0,Vente,False,121,UN APPARTEMENT,28.0,73054,1,1,0,Bourg-Saint-Maurice,4346.39,1697,Les Arcs / Bourg-Saint-Maurice
92375,2014-06-06,2014,6,414078.74,Vente,False,121,UN APPARTEMENT,89.0,73232,2,1,0,Sainte-Foy-Tarentaise,4652.57,1479,Sainte-Foy
100467,2014-11-25,2014,11,72000.0,Vente,False,121,UN APPARTEMENT,26.0,73054,1,1,0,Bourg-Saint-Maurice,2769.23,1714,Les Arcs / Bourg-Saint-Maurice
100880,2014-01-27,2014,1,106000.0,Vente,False,121,UN APPARTEMENT,24.0,73054,3,1,0,Bourg-Saint-Maurice,4416.67,1630,Les Arcs / Bourg-Saint-Maurice
86364,2014-07-07,2014,7,88740.0,Vente,False,121,UN APPARTEMENT,31.0,73054,2,1,0,Bourg-Saint-Maurice,2862.58,1676,Les Arcs / Bourg-Saint-Maurice
87367,2014-08-19,2014,8,230000.0,Vente,False,121,UN APPARTEMENT,30.0,73304,2,1,0,Val-d-Isère,7666.67,1844,Val d'Isère
103731,2014-10-31,2014,10,60500.0,Vente,False,121,UN APPARTEMENT,30.0,73054,1,1,0,Bourg-Saint-Maurice,2016.67,830,Les Arcs / Bourg-Saint-Maurice
109991,2014-08-01,2014,8,110351.49,Vente,False,121,UN APPARTEMENT,30.0,73054,1,1,0,Bourg-Saint-Maurice,3678.38,1685,Les Arcs / Bourg-Saint-Maurice
110896,2014-01-13,2014,1,320000.0,Vente,False,121,UN APPARTEMENT,85.0,73150,1,1,0,La Plagne Tarentaise,3764.71,1595,La Plagne
101436,2014-04-28,2014,4,36300.0,Vente,False,121,UN APPARTEMENT,14.0,73150,1,1,0,La Plagne Tarentaise,2592.86,2073,La Plagne
102471,2014-12-19,2014,12,180920.0,Vente,False,121,UN APPARTEMENT,48.0,73054,1,1,0,Bourg-Saint-Maurice,3769.17,1159,Les Arcs / Bourg-Saint-Maurice
106275,2014-02-25,2014,2,96000.0,Vente,False,121,UN APPARTEMENT,30.0,73054,1,1,0,Bourg-Saint-Maurice,3200.0,1685,Les Arcs / Bourg-Saint-Maurice
107769,2014-02-24,2014,2,377257.53,Vente,False,121,UN APPARTEMENT,57.0,73296,2,1,0,Tignes,6618.55,1561,Tignes
110924,2014-10-17,2014,10,118200.0,Vente,False,121,UN APPARTEMENT,31.0,73054,1,1,0,Bourg-Saint-Maurice,3812.9,1704,Les Arcs / Bourg-Saint-Maurice
110942,2014-03-07,2014,3,173900.0,Vente,False,121,UN APPARTEMENT,88.0,73054,1,1,0,Bourg-Saint-Maurice,1976.14,854,Les Arcs / Bourg-Saint-Maurice
114691,2014-07-22,2014,7,368000.0,Vente,False,121,UN APPARTEMENT,62.0,73054,1,1,0,Bourg-Saint-Maurice,5935.48,1831,Les Arcs / Bourg-Saint-Maurice
128601,2014-11-07,2014,11,236000.0,Vente,False,121,UN APPARTEMENT,70.0,73054,1,1,0,Bourg-Saint-Maurice,3371.43,,Les Arcs / Bourg-Saint-Maurice
117409,2014-07-31,2014,7,308000.0,Vente,False,111,UNE MAISON,90.0,73054,2,0,1,Bourg-Saint-Maurice,3422.22,1135,Les Arcs / Bourg-Saint-Maurice
125112,2014-12-23,2014,12,62000.0,Vente,False,121,UN APPARTEMENT,21.0,73176,1,1,0,Montvalezan,2952.38,1885,La Rosière
126029,2014-03-14,2014,3,513333.33,Vente,False,121,UN APPARTEMENT,86.0,73304,1,1,0,Val-d-Isère,5968.99,1891,Val d'Isère
127609,2014-02-28,2014,2,70500.0,Vente,False,121,UN APPARTEMENT,20.0,73150,1,1,0,La Plagne Tarentaise,3525.0,2047,La Plagne
126234,2014-12-23,2014,12,82480.0,Vente,False,121,UN APPARTEMENT,28.0,73176,1,1,0,Montvalezan,2945.71,1812,La Rosière
129010,2014-08-06,2014,8,62700.0,Vente,False,121,UN APPARTEMENT,24.0,73150,1,1,0,La Plagne Tarentaise,2612.5,1835,La Plagne
129242,2014-06-27,2014,6,65000.0,Vente,False,121,UN APPARTEMENT,23.0,73054,1,1,0,Bourg-Saint-Maurice,2826.09,1661,Les Arcs / Bourg-Saint-Maurice
132350,2014-10-16,2014,10,174000.0,Vente,False,121,UN APPARTEMENT,41.0,73296,1,1,0,Tignes,4243.9,2077,Tignes
134502,2014-12-22,2014,12,88150.0,Vente,False,121,UN APPARTEMENT,32.0,73054,2,1,0,Bourg-Saint-Maurice,2754.69,1604,Les Arcs / Bourg-Saint-Maurice
140876,2014-08-25,2014,8,1100000.0,Vente,False,111,UNE MAISON,171.0,73296,3,0,1,Tignes,6432.75,1630,Tignes
148713,2014-01-24,2014,1,87000.0,Vente,False,121,UN APPARTEMENT,25.0,73296,1,1,0,Tignes,3480.0,2058,Tignes
147756,2014-01-03,2014,1,385000.0,Vente,False,121,UN APPARTEMENT,70.0,73197,1,1,0,Peisey-Nancroix,5500.0,1589,Peisey-Vallandry
143288,2014-04-10,2014,4,30500.0,Vente,False,121,UN APPARTEMENT,13.0,73054,1,1,0,Bourg-Saint-Maurice,2346.15,1680,Les Arcs / Bourg-Saint-Maurice
144522,2014-11-17,2014,11,50000.0,Vente,False,121,UN APPARTEMENT,17.0,73054,1,1,0,Bourg-Saint-Maurice,2941.18,1604,Les Arcs / Bourg-Saint-Maurice
149405,2014-01-14,2014,1,63400.0,Vente,False,121,UN APPARTEMENT,16.0,73296,1,1,0,Tignes,3962.5,2112,Tignes
152664,2014-10-15,2014,10,190500.0,Vente,False,121,UN APPARTEMENT,39.0,73054,1,1,0,Bourg-Saint-Maurice,4884.62,1680,Les Arcs / Bourg-Saint-Maurice
121792,2014-08-14,2014,8,39500.0,Vente,False,121,UN APPARTEMENT,14.0,73150,1,1,0,La Plagne Tarentaise,2821.43,2093,La Plagne
144748,2014-05-12,2014,5,79500.0,Vente,False,121,UN APPARTEMENT,38.0,73054,2,1,0,Bourg-Saint-Maurice,2092.11,815,Les Arcs / Bourg-Saint-Maurice
150883,2014-12-30,2014,12,75000.0,Vente,False,121,UN APPARTEMENT,20.0,73296,1,1,0,Tignes,3750.0,2066,Tignes
151577,2014-03-28,2014,3,2000000.0,Vente,False,121,UN APPARTEMENT,66.0,73304,1,1,0,Val-d-Isère,30303.03,1843,Val d'Isère
148701,2014-03-31,2014,3,116000.0,Vente,False,121,UN APPARTEMENT,24.0,73054,1,1,0,Bourg-Saint-Maurice,4833.33,1725,Les Arcs / Bourg-Saint-Maurice
158307,2014-08-01,2014,8,378000.0,Vente,False,121,UN APPARTEMENT,48.0,73304,2,1,0,Val-d-Isère,7875.0,1819,Val d'Isère
150683,2014-02-28,2014,2,340000.0,Vente,False,121,UN APPARTEMENT,67.0,73296,1,1,0,Tignes,5074.63,2110,Tignes
155099,2014-06-05,2014,6,93600.0,Vente,False,121,UN APPARTEMENT,25.0,73150,2,1,0,La Plagne Tarentaise,3744.0,2082,La Plagne
155465,2014-10-03,2014,10,88360.0,Vente,False,121,UN APPARTEMENT,41.0,73054,1,1,0,Bourg-Saint-Maurice,2155.12,826,Les Arcs / Bourg-Saint-Maurice
153962,2014-04-30,2014,4,98800.0,Vente,False,121,UN APPARTEMENT,31.0,73054,1,1,0,Bourg-Saint-Maurice,3187.1,1689,Les Arcs / Bourg-Saint-Maurice
154650,2014-08-26,2014,8,78000.0,Vente,False,121,UN APPARTEMENT,38.0,73054,1,1,0,Bourg-Saint-Maurice,2052.63,1676,Les Arcs / Bourg-Saint-Maurice
163888,2014-04-23,2014,4,203500.0,Vente,False,121,UN APPARTEMENT,36.0,73150,2,1,0,La Plagne Tarentaise,5652.78,2096,La Plagne
158404,2014-09-26,2014,9,450000.0,Vente,False,121,UN APPARTEMENT,44.0,73304,1,1,0,Val-d-Isère,10227.27,1824,Val d'Isère
163925,2014-12-24,2014,12,63250.0,Vente,False,121,UN APPARTEMENT,30.0,73054,1,1,0,Bourg-Saint-Maurice,2108.33,830,Les Arcs / Bourg-Saint-Maurice
155476,2014-03-31,2014,3,188194.0,Vente,False,121,UN APPARTEMENT,35.0,73176,1,1,0,Montvalezan,5376.97,1830,La Rosière
156417,2014-02-07,2014,2,120000.0,Vente,False,121,UN APPARTEMENT,36.0,73150,1,1,0,La Plagne Tarentaise,3333.33,2038,La Plagne
158297,2014-10-13,2014,10,156000.0,Vente,False,121,UN APPARTEMENT,41.0,73232,2,1,0,Sainte-Foy-Tarentaise,3804.88,1508,Sainte-Foy
172285,2014-08-08,2014,8,52500.0,Vente,False,121,UN APPARTEMENT,20.0,73176,1,1,0,Montvalezan,2625.0,1864,La Rosière
170498,2014-12-19,2014,12,164150.0,Vente,False,121,UN APPARTEMENT,69.0,73054,1,1,0,Bourg-Saint-Maurice,2378.99,831,Les Arcs / Bourg-Saint-Maurice
164756,2014-06-18,2014,6,54250.0,Vente,False,121,UN APPARTEMENT,18.0,73150,1,1,0,La Plagne Tarentaise,3013.89,2047,La Plagne
177734,2014-03-26,2014,3,268905.0,Vente,False,121,UN APPARTEMENT,66.0,73232,2,1,0,Sainte-Foy-Tarentaise,4074.32,1049,Sainte-Foy
178472,2014-11-04,2014,11,633736.0,Vente,False,121,UN APPARTEMENT,68.0,73304,1,1,0,Val-d-Isère,9319.65,1821,Val d'Isère
162317,2014-11-06,2014,11,239830.0,Vente,False,121,UN APPARTEMENT,63.0,73054,2,1,0,Bourg-Saint-Maurice,3806.83,1638,Les Arcs / Bourg-Saint-Maurice
173855,2014-12-18,2014,12,94000.0,Vente,False,121,UN APPARTEMENT,28.0,73176,1,1,0,Montvalezan,3357.14,1830,La Rosière
177296,2014-02-21,2014,2,45905.0,Vente,False,121,UN APPARTEMENT,19.0,73150,1,1,0,La Plagne Tarentaise,2416.05,2057,La Plagne
187394,2014-07-21,2014,7,66500.0,Vente,False,121,UN APPARTEMENT,27.0,73054,1,1,0,Bourg-Saint-Maurice,2462.96,1715,Les Arcs / Bourg-Saint-Maurice
189939,2014-05-26,2014,5,496300.0,Vente,False,121,UN APPARTEMENT,80.0,73296,1,1,0,Tignes,6203.75,2134,Tignes
179416,2014-10-09,2014,10,600000.0,Vente en l'état futur d'achèvement,True,121,UN APPARTEMENT,118.0,73176,1,1,0,Montvalezan,5084.75,,La Rosière
186016,2014-12-17,2014,12,33000.0,Vente,False,121,UN APPARTEMENT,14.0,73150,1,1,0,La Plagne Tarentaise,2357.14,2043,La Plagne
189781,2014-01-13,2014,1,291641.0,Vente,False,121,UN APPARTEMENT,70.0,73054,2,1,0,Bourg-Saint-Maurice,4166.3,,Les Arcs / Bourg-Saint-Maurice
197927,2014-08-06,2014,8,680000.0,Vente,False,121,UN APPARTEMENT,47.0,73304,1,1,0,Val-d-Isère,14468.09,1834,Val d'Isère
187608,2014-11-10,2014,11,110000.0,Vente,False,121,UN APPARTEMENT,24.0,73296,1,1,0,Tignes,4583.33,2111,Tignes
191059,2014-01-21,2014,1,240000.0,Vente,False,121,UN APPARTEMENT,40.0,73304,1,1,0,Val-d-Isère,6000.0,1820,Val d'Isère
194760,2014-08-28,2014,8,150000.0,Vente,False,121,UN APPARTEMENT,48.0,73054,1,1,0,Bourg-Saint-Maurice,3125.0,1685,Les Arcs / Bourg-Saint-Maurice
195436,2014-12-11,2014,12,275500.0,Vente,False,111,UNE MAISON,130.0,73054,1,0,1,Bourg-Saint-Maurice,2119.23,1443,Les Arcs / Bourg-Saint-Maurice
190962,2014-05-09,2014,5,310600.0,Vente,False,121,UN APPARTEMENT,71.0,73054,2,1,0,Bourg-Saint-Maurice,4374.65,1604,Les Arcs / Bourg-Saint-Maurice
193550,2014-04-28,2014,4,67000.0,Vente,False,121,UN APPARTEMENT,26.0,73150,1,1,0,La Plagne Tarentaise,2576.92,1982,La Plagne
196018,2014-09-18,2014,9,115200.0,Vente,False,121,UN APPARTEMENT,30.0,73296,1,1,0,Tignes,3840.0,2142,Tignes
189378,2014-08-25,2014,8,200000.0,Vente,False,121,UN APPARTEMENT,21.0,73304,1,1,0,Val-d-Isère,9523.81,1817,Val d'Isère
190241,2014-11-06,2014,11,410000.0,Vente,False,121,UN APPARTEMENT,58.0,73296,2,1,0,Tignes,7068.97,1561,Tignes
199949,2014-08-29,2014,8,85000.0,Vente,False,121,UN APPARTEMENT,27.0,73150,1,1,0,La Plagne Tarentaise,3148.15,2073,La Plagne
205703,2014-07-15,2014,7,207000.0,Vente,False,121,UN APPARTEMENT,69.0,73054,1,1,0,Bourg-Saint-Maurice,3000.0,828,Les Arcs / Bourg-Saint-Maurice
201108,2014-08-20,2014,8,269500.0,Vente,False,121,UN APPARTEMENT,56.0,73232,2,1,0,Sainte-Foy-Tarentaise,4812.5,1500,Sainte-Foy
199109,2014-08-29,2014,8,130000.0,Vente,False,121,UN APPARTEMENT,52.0,73054,1,1,0,Bourg-Saint-Maurice,2500.0,815,Les Arcs / Bourg-Saint-Maurice
213891,2014-08-27,2014,8,84580.0,Vente,False,121,UN APPARTEMENT,24.0,73296,1,1,0,Tignes,3524.17,2066,Tignes
215388,2014-02-21,2014,2,123500.0,Vente,False,121,UN APPARTEMENT,42.0,73054,1,1,0,Bourg-Saint-Maurice,2940.48,826,Les Arcs / Bourg-Saint-Maurice
209657,2014-07-17,2014,7,57010.0,Vente,False,121,UN APPARTEMENT,22.0,73150,1,1,0,La Plagne Tarentaise,2591.36,2073,La Plagne
211060,2014-09-19,2014,9,111200.0,Vente,False,121,UN APPARTEMENT,29.0,73054,1,1,0,Bourg-Saint-Maurice,3834.48,1737,Les Arcs / Bourg-Saint-Maurice
203769,2014-07-18,2014,7,133000.0,Vente,False,121,UN APPARTEMENT,36.0,73054,2,1,0,Bourg-Saint-Maurice,3694.44,1670,Les Arcs / Bourg-Saint-Maurice
217851,2014-01-06,2014,1,280000.0,Vente,False,121,UN APPARTEMENT,62.0,73150,1,1,0,La Plagne Tarentaise,4516.13,1987,La Plagne
219065,2014-10-03,2014,10,91000.0,Vente,False,121,UN APPARTEMENT,28.0,73054,1,1,0,Bourg-Saint-Maurice,3250.0,1714,Les Arcs / Bourg-Saint-Maurice
222020,2014-12-23,2014,12,62520.0,Vente,False,121,UN APPARTEMENT,25.0,73054,1,1,0,Bourg-Saint-Maurice,2500.8,1714,Les Arcs / Bourg-Saint-Maurice
222668,2014-09-15,2014,9,73202.0,Vente,False,121,UN APPARTEMENT,26.0,73054,1,1,0,Bourg-Saint-Maurice,2815.46,1676,Les Arcs / Bourg-Saint-Maurice
223019,2014-11-06,2014,11,82000.0,Vente,False,121,UN APPARTEMENT,28.0,73054,1,1,0,Bourg-Saint-Maurice,2928.57,1714,Les Arcs / Bourg-Saint-Maurice
218581,2014-08-20,2014,8,112000.0,Vente,False,121,UN APPARTEMENT,22.0,73304,1,1,0,Val-d-Isère,5090.91,1798,Val d'Isère
219186,2014-10-03,2014,10,242000.0,Vente,False,121,UN APPARTEMENT,42.0,73304,2,1,0,Val-d-Isère,5761.9,1843,Val d'Isère
227513,2014-03-31,2014,3,90000.0,Vente,False,121,UN APPARTEMENT,18.0,73304,1,1,0,Val-d-Isère,5000.0,1821,Val d'Isère
225927,2014-05-28,2014,5,65000.0,Vente,False,121,UN APPARTEMENT,20.0,73054,1,1,0,Bourg-Saint-Maurice,3250.0,1604,Les Arcs / Bourg-Saint-Maurice
226860,2014-05-12,2014,5,63500.0,Vente,False,121,UN APPARTEMENT,22.0,73150,1,1,0,La Plagne Tarentaise,2886.36,2041,La Plagne
234375,2014-06-19,2014,6,143700.0,Vente,False,121,UN APPARTEMENT,29.0,73150,2,1,0,La Plagne Tarentaise,4955.17,2057,La Plagne
223449,2014-11-12,2014,11,223400.0,Vente,False,121,UN APPARTEMENT,25.0,73304,1,1,0,Val-d-Isère,8936.0,1826,Val d'Isère
227199,2014-02-07,2014,2,105000.0,Vente,False,121,UN APPARTEMENT,31.0,73176,2,1,0,Montvalezan,3387.1,1876,La Rosière
235161,2014-02-26,2014,2,178000.0,Vente,False,121,UN APPARTEMENT,45.0,73054,1,1,0,Bourg-Saint-Maurice,3955.56,1630,Les Arcs / Bourg-Saint-Maurice
226824,2014-03-06,2014,3,211800.0,Vente,False,121,UN APPARTEMENT,82.0,73054,3,1,0,Bourg-Saint-Maurice,2582.93,810,Les Arcs / Bourg-Saint-Maurice
234385,2014-06-02,2014,6,48525.0,Vente,False,121,UN APPARTEMENT,22.0,73054,1,1,0,Bourg-Saint-Maurice,2205.68,1590,Les Arcs / Bourg-Saint-Maurice
239563,2014-03-31,2014,3,497007.0,Vente,False,121,UN APPARTEMENT,96.0,73304,2,1,0,Val-d-Isère,5177.16,1839,Val d'Isère
238737,2014-06-02,2014,6,218000.0,Vente,False,121,UN APPARTEMENT,107.0,73150,1,1,0,La Plagne Tarentaise,2037.38,795,La Plagne
